station,ap1,rssi1,ocu1,con1,dis1,pow1,ap2,rssi2,ocu2,con2,dis2,pow2,ap3,rssi3,ocu3,con3,dis3,pow3,ap4,rssi4,ocu4,con4,dis4,pow4,associatedTo
sta9,1,-71.0,46.6666666667,0.0310,30.96,100,1,-73.0,66.6666666667,0.0411,41.09,100,0,-100.0,100.0,1.0,100,1000,1,-76.0,45.0,0.0514,51.4,100,1
sta10,1,-74.0,60.0,0.0370,37.03,880,1,-73.0,66.6666666667,0.0421,42.09,880,0,-100.0,100.0,1.0,100,1000,1,-75.0,35.0,0.0485,48.45,880,4
sta11,0,-100.0,100.0,1.0,100,1000,1,-69.0,66.6666666667,0.0304,30.41,880,1,-73.0,46.6666666667,0.0326,32.6,880,0,-100.0,100.0,1.0,100,1000,3
sta12,1,-75.0,60.0,0.0429,42.91,960,1,-65.0,55.5555555556,0.0229,22.92,960,1,-75.0,60.0,0.0384,38.38,960,0,-100.0,100.0,1.0,100,1000,2
sta13,1,-74.0,46.6666666667,0.0378,37.83,880,1,-69.0,66.6666666667,0.0316,31.58,880,1,-76.0,60.0,0.0422,42.23,880,0,-100.0,100.0,1.0,100,1000,1
sta14,1,-56.0,46.6666666667,0.0100,9.99,100,0,-100.0,100.0,1.0,100,1000,0,-100.0,100.0,1.0,100,1000,0,-100.0,100.0,1.0,100,1000,1
sta15,1,-56.0,46.6666666667,0.0100,9.99,960,0,-100.0,100.0,1.0,100,1000,0,-100.0,100.0,1.0,100,1000,0,-100.0,100.0,1.0,100,1000,1
sta16,0,-100.0,100.0,1.0,100,1000,0,-100.0,100.0,1.0,100,1000,1,-65.0,46.6666666667,0.0183,18.27,960,0,-100.0,100.0,1.0,100,1000,3
sta18,0,-100.0,100.0,1.0,100,1000,0,-100.0,100.0,1.0,100,1000,1,-65.0,46.6666666667,0.0185,18.46,100,0,-100.0,100.0,1.0,100,1000,3
sta19,0,-100.0,100.0,1.0,100,1000,0,-100.0,100.0,1.0,100,1000,0,-100.0,100.0,1.0,100,1000,1,-65.0,35.0,0.0227,22.66,100,4
sta20,0,-100.0,100.0,1.0,100,1000,1,-72.0,66.6666666667,0.0396,39.61,880,1,-75.0,60.0,0.0371,37.11,880,1,-76.0,35.0,0.0508,50.77,880,4
sta22,0,-100.0,100.0,1.0,100,1000,1,-45.0,55.5555555556,0.0047,4.66,880,0,-100.0,100.0,1.0,100,1000,0,-100.0,100.0,1.0,100,1000,2
sta24,1,-76.0,60.0,0.0438,43.77,880,1,-53.0,55.5555555556,0.0090,9.04,880,0,-100.0,100.0,1.0,100,1000,0,-100.0,100.0,1.0,100,1000,2
sta1,1,-75.0,60.0,0.0401,40.08,100,1,-64.0,55.5555555556,0.0200,20.04,100,1,-76.0,60.0,0.0424,42.39,100,0,-100.0,100.0,1.0,100,1000,2
sta2,0,-100.0,100.0,1.0,100,1000,1,-59.0,55.5555555556,0.0146,14.61,960,0,-100.0,100.0,1.0,100,1000,0,-100.0,100.0,1.0,100,1000,2
sta3,0,-100.0,100.0,1.0,100,1000,1,-75.0,66.6666666667,0.0474,47.39,880,1,-61.0,46.6666666667,0.0135,13.49,880,0,-100.0,100.0,1.0,100,1000,3
sta4,0,-100.0,100.0,1.0,100,1000,1,-64.0,66.6666666667,0.0215,21.47,960,1,-72.0,46.6666666667,0.0310,31.0,960,0,-100.0,100.0,1.0,100,1000,3
sta5,1,-70.0,60.0,0.0285,28.53,100,0,-100.0,100.0,1.0,100,1000,0,-100.0,100.0,1.0,100,1000,1,-74.0,35.0,0.0441,44.09,100,4
sta6,1,-75.0,60.0,0.0423,42.31,100,1,-74.0,66.6666666667,0.0464,46.41,100,1,-77.0,60.0,0.0442,44.16,100,1,-74.0,35.0,0.0436,43.61,100,4
sta7,1,-75.0,60.0,0.0400,40.04,960,1,-72.0,66.6666666667,0.0388,38.81,960,1,-76.0,60.0,0.0419,41.88,960,1,-76.0,35.0,0.0512,51.21,960,4
sta8,0,-100.0,100.0,1.0,100,1000,1,-74.0,66.6666666667,0.0432,43.22,880,1,-70.0,46.6666666667,0.0257,25.66,880,1,-76.0,45.0,0.0526,52.61,880,3
sta9,1,-72.0,46.6666666667,0.0328,32.77,100,1,-73.0,66.6666666667,0.0419,41.9,100,0,-100.0,100.0,1.0,100,1000,1,-75.0,45.0,0.0499,49.94,100,1
sta10,1,-73.0,60.0,0.0352,35.23,880,1,-73.0,66.6666666667,0.0411,41.1,880,0,-100.0,100.0,1.0,100,1000,1,-75.0,35.0,0.0498,49.81,880,4
sta11,0,-100.0,100.0,1.0,100,1000,1,-69.0,66.6666666667,0.0293,29.29,880,1,-72.0,46.6666666667,0.0315,31.46,880,0,-100.0,100.0,1.0,100,1000,3
sta12,1,-75.0,60.0,0.0417,41.66,960,1,-65.0,55.5555555556,0.0216,21.61,960,1,-76.0,60.0,0.0401,40.09,960,0,-100.0,100.0,1.0,100,1000,2
sta13,1,-73.0,46.6666666667,0.0367,36.72,880,1,-70.0,66.6666666667,0.0332,33.17,880,1,-77.0,60.0,0.0435,43.5,880,0,-100.0,100.0,1.0,100,1000,1
sta14,1,-56.0,46.6666666667,0.0097,9.65,100,0,-100.0,100.0,1.0,100,1000,0,-100.0,100.0,1.0,100,1000,0,-100.0,100.0,1.0,100,1000,1
sta15,1,-57.0,46.6666666667,0.0107,10.67,960,0,-100.0,100.0,1.0,100,1000,0,-100.0,100.0,1.0,100,1000,0,-100.0,100.0,1.0,100,1000,1
sta16,0,-100.0,100.0,1.0,100,1000,0,-100.0,100.0,1.0,100,1000,1,-65.0,46.6666666667,0.0174,17.4,960,0,-100.0,100.0,1.0,100,1000,3
sta18,0,-100.0,100.0,1.0,100,1000,0,-100.0,100.0,1.0,100,1000,1,-65.0,46.6666666667,0.0171,17.12,100,0,-100.0,100.0,1.0,100,1000,3
sta19,0,-100.0,100.0,1.0,100,1000,0,-100.0,100.0,1.0,100,1000,0,-100.0,100.0,1.0,100,1000,1,-65.0,35.0,0.0216,21.64,100,4
sta20,0,-100.0,100.0,1.0,100,1000,1,-73.0,66.6666666667,0.0410,40.98,880,1,-74.0,60.0,0.0360,36.0,880,1,-75.0,35.0,0.0497,49.72,880,4
sta22,0,-100.0,100.0,1.0,100,1000,1,-49.0,55.5555555556,0.0063,6.31,880,0,-100.0,100.0,1.0,100,1000,0,-100.0,100.0,1.0,100,1000,2
sta24,1,-76.0,60.0,0.0440,44.03,880,1,-51.0,55.5555555556,0.0075,7.51,880,0,-100.0,100.0,1.0,100,1000,0,-100.0,100.0,1.0,100,1000,2
sta1,1,-74.0,60.0,0.0397,39.71,100,1,-64.0,55.5555555556,0.0201,20.08,100,1,-76.0,60.0,0.0428,42.75,100,0,-100.0,100.0,1.0,100,1000,2
sta2,0,-100.0,100.0,1.0,100,1000,1,-60.0,55.5555555556,0.0152,15.19,960,0,-100.0,100.0,1.0,100,1000,0,-100.0,100.0,1.0,100,1000,2
sta3,0,-100.0,100.0,1.0,100,1000,1,-75.0,66.6666666667,0.0469,46.93,880,1,-62.0,46.6666666667,0.0137,13.72,880,0,-100.0,100.0,1.0,100,1000,3
sta4,0,-100.0,100.0,1.0,100,1000,1,-64.0,61.1111111111,0.0209,20.93,960,1,-72.0,53.3333333333,0.0316,31.62,960,0,-100.0,100.0,1.0,100,1000,2
sta5,1,-70.0,60.0,0.0286,28.61,100,0,-100.0,100.0,1.0,100,1000,0,-100.0,100.0,1.0,100,1000,1,-74.0,35.0,0.0442,44.16,100,4
sta6,1,-75.0,60.0,0.0420,42.0,100,1,-74.0,72.2222222222,0.0456,45.61,100,1,-77.0,53.3333333333,0.0439,43.87,100,1,-74.0,35.0,0.0444,44.41,100,4
sta7,1,-75.0,60.0,0.0403,40.32,960,1,-72.0,72.2222222222,0.0390,39.02,960,1,-76.0,53.3333333333,0.0417,41.69,960,1,-76.0,35.0,0.0510,50.99,960,4
sta8,0,-100.0,100.0,1.0,100,1000,1,-74.0,72.2222222222,0.0430,43.02,880,1,-70.0,40.0,0.0262,26.16,880,1,-76.0,45.0,0.0525,52.45,880,3
sta9,1,-72.0,46.6666666667,0.0335,33.45,100,1,-73.0,72.2222222222,0.0402,40.18,100,0,-100.0,100.0,1.0,100,1000,1,-76.0,45.0,0.0512,51.21,100,1
sta10,1,-74.0,60.0,0.0370,37.03,880,1,-73.0,72.2222222222,0.0421,42.09,880,0,-100.0,100.0,1.0,100,1000,1,-75.0,35.0,0.0485,48.45,880,4
sta11,0,-100.0,100.0,1.0,100,1000,1,-69.0,72.2222222222,0.0304,30.41,880,1,-73.0,40.0,0.0326,32.6,880,0,-100.0,100.0,1.0,100,1000,3
sta12,1,-75.0,60.0,0.0429,42.91,960,1,-65.0,61.1111111111,0.0229,22.92,960,1,-75.0,53.3333333333,0.0384,38.38,960,0,-100.0,100.0,1.0,100,1000,2
sta13,1,-74.0,46.6666666667,0.0378,37.83,880,1,-69.0,72.2222222222,0.0316,31.58,880,1,-76.0,53.3333333333,0.0422,42.23,880,0,-100.0,100.0,1.0,100,1000,1
sta14,1,-56.0,46.6666666667,0.0100,9.99,100,0,-100.0,100.0,1.0,100,1000,0,-100.0,100.0,1.0,100,1000,0,-100.0,100.0,1.0,100,1000,1
sta15,1,-55.0,46.6666666667,0.0090,8.98,960,0,-100.0,100.0,1.0,100,1000,0,-100.0,100.0,1.0,100,1000,0,-100.0,100.0,1.0,100,1000,1
sta16,0,-100.0,100.0,1.0,100,1000,0,-100.0,100.0,1.0,100,1000,1,-66.0,40.0,0.0192,19.16,960,0,-100.0,100.0,1.0,100,1000,3
sta18,0,-100.0,100.0,1.0,100,1000,0,-100.0,100.0,1.0,100,1000,1,-64.0,40.0,0.0159,15.91,100,0,-100.0,100.0,1.0,100,1000,3
sta19,0,-100.0,100.0,1.0,100,1000,0,-100.0,100.0,1.0,100,1000,0,-100.0,100.0,1.0,100,1000,1,-64.0,35.0,0.0207,20.74,100,4
sta20,0,-100.0,100.0,1.0,100,1000,1,-73.0,72.2222222222,0.0424,42.4,880,1,-74.0,53.3333333333,0.0350,34.95,880,1,-75.0,35.0,0.0487,48.72,880,4
sta22,0,-100.0,100.0,1.0,100,1000,1,-47.0,61.1111111111,0.0057,5.73,880,0,-100.0,100.0,1.0,100,1000,0,-100.0,100.0,1.0,100,1000,2
sta24,1,-75.0,60.0,0.0421,42.13,880,1,-53.0,61.1111111111,0.0089,8.88,880,0,-100.0,100.0,1.0,100,1000,0,-100.0,100.0,1.0,100,1000,2
sta1,1,-74.0,60.0,0.0393,39.34,100,1,-64.0,61.1111111111,0.0201,20.14,100,1,-77.0,53.3333333333,0.0431,43.11,100,0,-100.0,100.0,1.0,100,1000,2
sta2,0,-100.0,100.0,1.0,100,1000,1,-60.0,61.1111111111,0.0158,15.76,960,0,-100.0,100.0,1.0,100,1000,0,-100.0,100.0,1.0,100,1000,2
sta3,0,-100.0,100.0,1.0,100,1000,1,-75.0,72.2222222222,0.0465,46.48,880,1,-62.0,40.0,0.0140,13.98,880,0,-100.0,100.0,1.0,100,1000,3
sta4,0,-100.0,100.0,1.0,100,1000,1,-64.0,61.1111111111,0.0204,20.39,960,1,-73.0,53.3333333333,0.0323,32.25,960,0,-100.0,100.0,1.0,100,1000,2
sta5,1,-70.0,60.0,0.0287,28.7,100,0,-100.0,100.0,1.0,100,1000,0,-100.0,100.0,1.0,100,1000,1,-74.0,35.0,0.0442,44.23,100,4
sta6,1,-75.0,60.0,0.0417,41.71,100,1,-74.0,72.2222222222,0.0448,44.81,100,1,-77.0,53.3333333333,0.0436,43.59,100,1,-74.0,35.0,0.0452,45.21,100,4
sta7,1,-75.0,60.0,0.0406,40.6,960,1,-72.0,72.2222222222,0.0392,39.22,960,1,-76.0,53.3333333333,0.0415,41.5,960,1,-76.0,35.0,0.0508,50.78,960,4
sta8,0,-100.0,100.0,1.0,100,1000,1,-73.0,72.2222222222,0.0428,42.82,880,1,-70.0,40.0,0.0267,26.66,880,1,-76.0,45.0,0.0523,52.29,880,3
sta9,1,-72.0,46.6666666667,0.0317,31.68,100,1,-72.0,72.2222222222,0.0393,39.34,100,0,-100.0,100.0,1.0,100,1000,1,-76.0,45.0,0.0527,52.65,100,1
sta10,1,-73.0,60.0,0.0352,35.23,880,1,-73.0,72.2222222222,0.0411,41.1,880,0,-100.0,100.0,1.0,100,1000,1,-75.0,35.0,0.0498,49.81,880,4
sta11,0,-100.0,100.0,1.0,100,1000,1,-69.0,72.2222222222,0.0293,29.29,880,1,-72.0,40.0,0.0315,31.46,880,0,-100.0,100.0,1.0,100,1000,3
sta12,1,-76.0,60.0,0.0442,44.21,960,1,-66.0,61.1111111111,0.0243,24.3,960,1,-74.0,53.3333333333,0.0367,36.69,960,0,-100.0,100.0,1.0,100,1000,2
sta13,1,-74.0,46.6666666667,0.0394,39.39,880,1,-70.0,72.2222222222,0.0327,32.71,880,1,-76.0,53.3333333333,0.0408,40.79,880,0,-100.0,100.0,1.0,100,1000,1
sta14,1,-54.0,46.6666666667,0.0082,8.16,100,0,-100.0,100.0,1.0,100,1000,0,-100.0,100.0,1.0,100,1000,0,-100.0,100.0,1.0,100,1000,1
sta15,1,-54.0,46.6666666667,0.0082,8.16,960,0,-100.0,100.0,1.0,100,1000,0,-100.0,100.0,1.0,100,1000,0,-100.0,100.0,1.0,100,1000,1
sta16,0,-100.0,100.0,1.0,100,1000,0,-100.0,100.0,1.0,100,1000,1,-65.0,40.0,0.0174,17.4,960,0,-100.0,100.0,1.0,100,1000,3
sta18,0,-100.0,100.0,1.0,100,1000,0,-100.0,100.0,1.0,100,1000,1,-62.0,40.0,0.0144,14.41,100,0,-100.0,100.0,1.0,100,1000,3
sta19,0,-100.0,100.0,1.0,100,1000,0,-100.0,100.0,1.0,100,1000,0,-100.0,100.0,1.0,100,1000,1,-65.0,35.0,0.0216,21.64,100,4
sta20,0,-100.0,100.0,1.0,100,1000,1,-73.0,72.2222222222,0.0410,40.98,880,1,-74.0,53.3333333333,0.0360,36.0,880,1,-75.0,35.0,0.0497,49.72,880,4
sta22,0,-100.0,100.0,1.0,100,1000,1,-49.0,61.1111111111,0.0063,6.31,880,0,-100.0,100.0,1.0,100,1000,0,-100.0,100.0,1.0,100,1000,2
sta24,1,-75.0,60.0,0.0402,40.24,880,1,-55.0,61.1111111111,0.0104,10.44,880,0,-100.0,100.0,1.0,100,1000,0,-100.0,100.0,1.0,100,1000,2
sta1,1,-74.0,60.0,0.0390,38.96,100,1,-64.0,61.1111111111,0.0202,20.22,100,1,-77.0,53.3333333333,0.0435,43.47,100,0,-100.0,100.0,1.0,100,1000,2
sta2,0,-100.0,100.0,1.0,100,1000,1,-61.0,61.1111111111,0.0163,16.33,960,0,-100.0,100.0,1.0,100,1000,0,-100.0,100.0,1.0,100,1000,2
sta3,0,-100.0,100.0,1.0,100,1000,1,-74.0,72.2222222222,0.0460,46.03,880,1,-62.0,40.0,0.0143,14.27,880,0,-100.0,100.0,1.0,100,1000,3
sta4,0,-100.0,100.0,1.0,100,1000,1,-63.0,61.1111111111,0.0199,19.88,960,1,-73.0,53.3333333333,0.0329,32.87,960,0,-100.0,100.0,1.0,100,1000,2
sta5,1,-70.0,60.0,0.0288,28.81,100,0,-100.0,100.0,1.0,100,1000,0,-100.0,100.0,1.0,100,1000,1,-74.0,35.0,0.0443,44.31,100,4
sta6,1,-75.0,60.0,0.0414,41.44,100,1,-74.0,72.2222222222,0.0440,44.01,100,1,-77.0,53.3333333333,0.0433,43.32,100,1,-74.0,35.0,0.0460,46.01,100,4
sta7,1,-75.0,60.0,0.0409,40.88,960,1,-72.0,72.2222222222,0.0394,39.43,960,1,-76.0,53.3333333333,0.0413,41.31,960,1,-76.0,35.0,0.0506,50.57,960,4
sta8,0,-100.0,100.0,1.0,100,1000,1,-73.0,72.2222222222,0.0426,42.63,880,1,-71.0,40.0,0.0272,27.16,880,1,-76.0,45.0,0.0521,52.13,880,3
sta9,1,-71.0,46.6666666667,0.0299,29.93,100,1,-72.0,72.2222222222,0.0386,38.57,100,0,-100.0,100.0,1.0,100,1000,1,-76.0,45.0,0.0541,54.11,100,1
sta10,1,-72.0,60.0,0.0335,33.45,880,1,-73.0,72.2222222222,0.0402,40.18,880,0,-100.0,100.0,1.0,100,1000,1,-76.0,35.0,0.0512,51.21,880,4
sta11,0,-100.0,100.0,1.0,100,1000,1,-69.0,72.2222222222,0.0304,30.41,880,1,-73.0,40.0,0.0326,32.6,880,0,-100.0,100.0,1.0,100,1000,3
sta12,1,-75.0,60.0,0.0428,42.84,960,1,-67.0,61.1111111111,0.0256,25.63,960,1,-75.0,53.3333333333,0.0377,37.67,960,0,-100.0,100.0,1.0,100,1000,2
sta13,1,-74.0,46.6666666667,0.0383,38.33,880,1,-71.0,72.2222222222,0.0343,34.25,880,1,-76.0,53.3333333333,0.0421,42.11,880,1,-77.0,45.0,0.0558,55.83,880,1
sta14,1,-53.0,46.6666666667,0.0077,7.74,100,0,-100.0,100.0,1.0,100,1000,0,-100.0,100.0,1.0,100,1000,0,-100.0,100.0,1.0,100,1000,1
sta15,1,-53.0,46.6666666667,0.0077,7.74,960,0,-100.0,100.0,1.0,100,1000,0,-100.0,100.0,1.0,100,1000,0,-100.0,100.0,1.0,100,1000,1
sta16,0,-100.0,100.0,1.0,100,1000,0,-100.0,100.0,1.0,100,1000,1,-63.0,40.0,0.0157,15.67,960,0,-100.0,100.0,1.0,100,1000,3
sta18,0,-100.0,100.0,1.0,100,1000,0,-100.0,100.0,1.0,100,1000,1,-61.0,40.0,0.0130,13.02,100,0,-100.0,100.0,1.0,100,1000,3
sta19,0,-100.0,100.0,1.0,100,1000,0,-100.0,100.0,1.0,100,1000,0,-100.0,100.0,1.0,100,1000,1,-66.0,35.0,0.0233,23.32,100,4
sta20,0,-100.0,100.0,1.0,100,1000,1,-73.0,72.2222222222,0.0424,42.4,880,1,-74.0,53.3333333333,0.0350,34.95,880,1,-75.0,35.0,0.0487,48.72,880,4
sta22,0,-100.0,100.0,1.0,100,1000,1,-45.0,61.1111111111,0.0047,4.66,880,0,-100.0,100.0,1.0,100,1000,0,-100.0,100.0,1.0,100,1000,2
sta24,1,-75.0,60.0,0.0406,40.61,880,1,-54.0,61.1111111111,0.0095,9.53,880,0,-100.0,100.0,1.0,100,1000,0,-100.0,100.0,1.0,100,1000,2
sta1,1,-74.0,60.0,0.0386,38.58,100,1,-64.0,61.1111111111,0.0203,20.32,100,1,-77.0,53.3333333333,0.0438,43.82,100,0,-100.0,100.0,1.0,100,1000,2
sta2,0,-100.0,100.0,1.0,100,1000,1,-61.0,61.1111111111,0.0169,16.89,960,0,-100.0,100.0,1.0,100,1000,0,-100.0,100.0,1.0,100,1000,2
sta3,0,-100.0,100.0,1.0,100,1000,1,-74.0,72.2222222222,0.0456,45.59,880,1,-62.0,40.0,0.0146,14.57,880,0,-100.0,100.0,1.0,100,1000,3
sta4,0,-100.0,100.0,1.0,100,1000,1,-63.0,61.1111111111,0.0194,19.37,960,1,-73.0,53.3333333333,0.0335,33.5,960,0,-100.0,100.0,1.0,100,1000,2
sta5,1,-70.0,60.0,0.0289,28.93,100,0,-100.0,100.0,1.0,100,1000,0,-100.0,100.0,1.0,100,1000,1,-74.0,35.0,0.0444,44.4,100,4
sta6,1,-75.0,60.0,0.0412,41.17,100,1,-74.0,72.2222222222,0.0432,43.21,100,1,-77.0,53.3333333333,0.0431,43.07,100,1,-75.0,35.0,0.0468,46.81,100,4
sta7,1,-75.0,60.0,0.0412,41.16,960,1,-72.0,72.2222222222,0.0396,39.64,960,1,-76.0,53.3333333333,0.0411,41.13,960,1,-76.0,35.0,0.0504,50.36,960,4
sta8,0,-100.0,100.0,1.0,100,1000,1,-73.0,72.2222222222,0.0425,42.45,880,1,-71.0,40.0,0.0277,27.66,880,1,-76.0,45.0,0.0520,51.98,880,3
sta9,1,-72.0,46.6666666667,0.0317,31.68,100,1,-72.0,72.2222222222,0.0393,39.34,100,0,-100.0,100.0,1.0,100,1000,1,-76.0,45.0,0.0527,52.65,100,1
sta10,1,-73.0,60.0,0.0342,34.22,880,1,-72.0,72.2222222222,0.0385,38.49,880,0,-100.0,100.0,1.0,100,1000,1,-76.0,35.0,0.0525,52.53,880,4
sta11,0,-100.0,100.0,1.0,100,1000,1,-69.0,72.2222222222,0.0293,29.29,880,1,-72.0,40.0,0.0315,31.46,880,0,-100.0,100.0,1.0,100,1000,3
sta12,1,-75.0,60.0,0.0415,41.49,960,1,-66.0,61.1111111111,0.0243,24.32,960,1,-75.0,53.3333333333,0.0393,39.32,960,0,-100.0,100.0,1.0,100,1000,2
sta13,1,-74.0,46.6666666667,0.0394,39.39,880,1,-70.0,72.2222222222,0.0327,32.71,880,1,-76.0,53.3333333333,0.0408,40.79,880,0,-100.0,100.0,1.0,100,1000,1
sta14,1,-53.0,46.6666666667,0.0078,7.78,100,0,-100.0,100.0,1.0,100,1000,0,-100.0,100.0,1.0,100,1000,0,-100.0,100.0,1.0,100,1000,1
sta15,1,-53.0,46.6666666667,0.0078,7.78,960,0,-100.0,100.0,1.0,100,1000,0,-100.0,100.0,1.0,100,1000,0,-100.0,100.0,1.0,100,1000,1
sta16,0,-100.0,100.0,1.0,100,1000,0,-100.0,100.0,1.0,100,1000,1,-62.0,40.0,0.0140,13.99,960,0,-100.0,100.0,1.0,100,1000,3
sta18,0,-100.0,100.0,1.0,100,1000,0,-100.0,100.0,1.0,100,1000,1,-60.0,40.0,0.0118,11.79,100,0,-100.0,100.0,1.0,100,1000,3
sta19,0,-100.0,100.0,1.0,100,1000,0,-100.0,100.0,1.0,100,1000,0,-100.0,100.0,1.0,100,1000,1,-66.0,35.0,0.0243,24.27,100,4
sta20,0,-100.0,100.0,1.0,100,1000,1,-74.0,72.2222222222,0.0437,43.7,880,1,-74.0,53.3333333333,0.0366,36.6,880,1,-75.0,35.0,0.0471,47.07,880,4
sta22,0,-100.0,100.0,1.0,100,1000,1,-42.0,61.1111111111,0.0038,3.84,880,0,-100.0,100.0,1.0,100,1000,0,-100.0,100.0,1.0,100,1000,2
sta24,1,-75.0,60.0,0.0402,40.24,880,1,-55.0,61.1111111111,0.0104,10.44,880,0,-100.0,100.0,1.0,100,1000,0,-100.0,100.0,1.0,100,1000,2
sta1,1,-74.0,60.0,0.0382,38.21,100,1,-64.0,61.1111111111,0.0204,20.45,100,1,-77.0,53.3333333333,0.0442,44.16,100,0,-100.0,100.0,1.0,100,1000,2
sta2,0,-100.0,100.0,1.0,100,1000,1,-62.0,61.1111111111,0.0175,17.46,960,0,-100.0,100.0,1.0,100,1000,0,-100.0,100.0,1.0,100,1000,2
sta3,0,-100.0,100.0,1.0,100,1000,1,-74.0,72.2222222222,0.0452,45.16,880,1,-63.0,40.0,0.0149,14.9,880,0,-100.0,100.0,1.0,100,1000,3
sta4,0,-100.0,100.0,1.0,100,1000,1,-63.0,61.1111111111,0.0189,18.89,960,1,-73.0,53.3333333333,0.0341,34.13,960,0,-100.0,100.0,1.0,100,1000,2
sta5,1,-70.0,60.0,0.0291,29.05,100,0,-100.0,100.0,1.0,100,1000,0,-100.0,100.0,1.0,100,1000,1,-74.0,35.0,0.0445,44.5,100,4
sta6,1,-75.0,60.0,0.0409,40.92,100,1,-73.0,72.2222222222,0.0424,42.41,100,1,-76.0,53.3333333333,0.0428,42.83,100,1,-75.0,35.0,0.0476,47.61,100,4
sta7,1,-75.0,60.0,0.0415,41.45,960,1,-73.0,72.2222222222,0.0399,39.85,960,1,-76.0,53.3333333333,0.0409,40.94,960,1,-76.0,35.0,0.0502,50.15,960,4
sta8,0,-100.0,100.0,1.0,100,1000,1,-73.0,72.2222222222,0.0423,42.27,880,1,-71.0,40.0,0.0282,28.17,880,1,-76.0,45.0,0.0518,51.84,880,3
sta9,1,-72.0,46.6666666667,0.0325,32.5,100,1,-72.0,72.2222222222,0.0376,37.6,100,0,-100.0,100.0,1.0,100,1000,1,-76.0,45.0,0.0539,53.93,100,1
sta10,1,-73.0,60.0,0.0360,35.97,880,1,-72.0,72.2222222222,0.0394,39.44,880,0,-100.0,100.0,1.0,100,1000,1,-76.0,35.0,0.0512,51.16,880,4
sta11,0,-100.0,100.0,1.0,100,1000,1,-69.0,72.2222222222,0.0304,30.41,880,1,-73.0,40.0,0.0326,32.6,880,0,-100.0,100.0,1.0,100,1000,3
sta12,1,-75.0,60.0,0.0429,42.91,960,1,-65.0,61.1111111111,0.0229,22.92,960,1,-75.0,53.3333333333,0.0384,38.38,960,0,-100.0,100.0,1.0,100,1000,2
sta13,1,-75.0,46.6666666667,0.0410,40.99,880,1,-70.0,72.2222222222,0.0339,33.91,880,1,-75.0,53.3333333333,0.0394,39.39,880,1,-77.0,45.0,0.0561,56.11,880,1
sta14,1,-53.0,46.6666666667,0.0077,7.74,100,0,-100.0,100.0,1.0,100,1000,0,-100.0,100.0,1.0,100,1000,0,-100.0,100.0,1.0,100,1000,1
sta15,1,-54.0,46.6666666667,0.0083,8.29,960,0,-100.0,100.0,1.0,100,1000,0,-100.0,100.0,1.0,100,1000,0,-100.0,100.0,1.0,100,1000,1
sta16,0,-100.0,100.0,1.0,100,1000,0,-100.0,100.0,1.0,100,1000,1,-63.0,40.0,0.0157,15.67,960,0,-100.0,100.0,1.0,100,1000,3
sta18,0,-100.0,100.0,1.0,100,1000,0,-100.0,100.0,1.0,100,1000,1,-61.0,40.0,0.0130,13.02,100,0,-100.0,100.0,1.0,100,1000,3
sta19,0,-100.0,100.0,1.0,100,1000,0,-100.0,100.0,1.0,100,1000,0,-100.0,100.0,1.0,100,1000,1,-67.0,35.0,0.0259,25.93,100,4
sta20,0,-100.0,100.0,1.0,100,1000,1,-74.0,72.2222222222,0.0451,45.11,880,1,-74.0,53.3333333333,0.0357,35.68,880,1,-74.0,35.0,0.0461,46.1,880,4
sta22,0,-100.0,100.0,1.0,100,1000,1,-34.0,61.1111111111,0.0020,2.01,880,0,-100.0,100.0,1.0,100,1000,0,-100.0,100.0,1.0,100,1000,2
sta24,1,-75.0,60.0,0.0421,42.13,880,1,-53.0,61.1111111111,0.0089,8.88,880,0,-100.0,100.0,1.0,100,1000,0,-100.0,100.0,1.0,100,1000,2
sta1,1,-74.0,60.0,0.0378,37.83,100,1,-64.0,61.1111111111,0.0206,20.59,100,1,-77.0,53.3333333333,0.0445,44.51,100,0,-100.0,100.0,1.0,100,1000,2
sta2,0,-100.0,100.0,1.0,100,1000,1,-62.0,61.1111111111,0.0180,18.02,960,0,-100.0,100.0,1.0,100,1000,0,-100.0,100.0,1.0,100,1000,2
sta3,0,-100.0,100.0,1.0,100,1000,1,-74.0,72.2222222222,0.0447,44.74,880,1,-63.0,40.0,0.0152,15.24,880,0,-100.0,100.0,1.0,100,1000,3
sta4,0,-100.0,100.0,1.0,100,1000,1,-62.0,61.1111111111,0.0184,18.43,960,1,-74.0,53.3333333333,0.0348,34.76,960,0,-100.0,100.0,1.0,100,1000,2
sta5,1,-70.0,60.0,0.0292,29.19,100,0,-100.0,100.0,1.0,100,1000,0,-100.0,100.0,1.0,100,1000,1,-74.0,35.0,0.0446,44.61,100,4
sta6,1,-75.0,60.0,0.0407,40.69,100,1,-73.0,72.2222222222,0.0416,41.61,100,1,-76.0,53.3333333333,0.0426,42.61,100,1,-75.0,35.0,0.0484,48.41,100,4
sta7,1,-75.0,60.0,0.0417,41.73,960,1,-73.0,72.2222222222,0.0401,40.06,960,1,-76.0,53.3333333333,0.0408,40.76,960,1,-75.0,35.0,0.0499,49.94,960,4
sta8,0,-100.0,100.0,1.0,100,1000,1,-73.0,72.2222222222,0.0421,42.1,880,1,-71.0,40.0,0.0287,28.67,880,1,-76.0,45.0,0.0517,51.7,880,3
