station,associatedTo,time,battery,rssi,x,y,z
sta1,ap4,1573578817147,99.6,[-72.0],70.9389372247,123.823600961,0.0
sta1,ap4,1573578817497,99.6,[-72.0],71.3514713644,123.349703314,0.0
sta1,ap4,1573578817853,99.6,[-72.0],71.7757843145,122.886322352,0.0
sta1,ap4,1573578818251,99.6,[-72.0],72.2116080698,122.433750755,0.0
sta1,ap4,1573578818604,99.6,[-72.0],72.6586673547,121.992274378,0.0
sta1,ap4,1573578818955,99.6,[-71.0],73.116679797,121.562172066,0.0
sta1,ap4,1573578819305,99.6,[-71.0],73.5853561062,121.143715482,0.0
sta1,ap4,1573578819663,99.6,[-71.0],74.0644002563,120.737168931,0.0
sta1,ap4,1573578820040,99.6,[-71.0],74.5535096727,120.342789197,0.0
sta1,ap4,1573578820389,99.6,[-70.0],75.0523754236,119.960825378,0.0
sta1,ap4,1573578820742,99.6,[-70.0],75.5606824144,119.591518732,0.0
sta1,ap4,1573578821095,99.6,[-70.0],76.0781095878,119.23510252,0.0
sta1,ap4,1573578821445,99.6,[-70.0],76.6043301255,118.891801862,0.0
sta1,ap4,1573578821796,99.6,[-70.0],77.1390116555,118.561833595,0.0
sta1,ap4,1573578822149,99.6,[-69.0],77.6818164613,118.245406133,0.0
sta1,ap4,1573578822536,99.6,[-69.0],78.2324016959,117.942719339,0.0
sta1,ap4,1573578822887,99.6,[-69.0],78.7904195977,117.653964396,0.0
sta1,ap4,1573578823239,99.6,[-69.0],79.3555177109,117.379323688,0.0
sta1,ap4,1573578823592,99.6,[-69.0],79.9273391072,117.118970684,0.0
sta1,ap4,1573578823944,99.6,[-68.0],80.505522612,116.873069829,0.0
sta1,ap4,1573578824294,99.6,[-68.0],81.0897030322,116.641776439,0.0
sta1,ap4,1573578824649,99.6,[-68.0],81.6795113869,116.425236603,0.0
sta1,ap4,1573578825008,99.6,[-68.0],82.2745751406,116.223587093,0.0
sta1,ap4,1573578825367,99.6,[-68.0],82.8745184383,116.036955275,0.0
sta1,ap4,1573578825724,99.6,[-67.0],83.4789623428,115.865459029,0.0
sta1,ap4,1573578826079,99.6,[-67.0],84.0875250744,115.709206677,0.0
sta1,ap4,1573578826433,99.6,[-67.0],84.6998222519,115.568296911,0.0
sta1,ap4,1573578826822,99.6,[-67.0],85.3154671354,115.442818732,0.0
sta1,ap4,1573578827192,99.6,[-67.0],85.9340708701,115.332851395,0.0
sta1,ap4,1573578827554,99.6,[-67.0],86.5552427329,115.238464358,0.0
sta1,ap4,1573578827917,99.6,[-67.0],87.1785903782,115.159717237,0.0
sta1,ap4,1573578828271,99.6,[-67.0],87.8037200862,115.096659771,0.0
sta1,ap4,1573578828624,99.6,[-67.0],88.4302370118,115.049331789,0.0
sta1,ap4,1573578828978,99.6,[-66.0],89.0577454333,115.017763184,0.0
sta1,ap4,1573578829330,99.6,[-66.0],89.6858490029,115.001973895,0.0
sta1,ap4,1573578829683,99.6,[-66.0],90.3141509971,115.001973895,0.0
sta1,ap4,1573578830050,99.6,[-66.0],90.9422545667,115.017763184,0.0
sta1,ap4,1573578830403,99.6,[-66.0],91.5697629882,115.049331789,0.0
sta1,ap4,1573578830765,99.6,[-67.0],92.1962799138,115.096659771,0.0
sta1,ap4,1573578831151,99.6,[-67.0],92.8214096218,115.159717237,0.0
sta1,ap4,1573578831506,99.6,[-67.0],93.4447572671,115.238464358,0.0
sta1,ap4,1573578831858,99.6,[-67.0],94.0659291299,115.332851395,0.0
sta1,ap4,1573578832224,99.6,[-67.0],94.6845328646,115.442818732,0.0
sta1,ap4,1573578832577,99.6,[-67.0],95.3001777481,115.568296911,0.0
sta1,ap4,1573578832936,99.6,[-67.0],95.9124749256,115.709206677,0.0
sta1,ap4,1573578833288,99.6,[-67.0],96.5210376572,115.865459029,0.0
sta1,ap4,1573578833641,99.6,[-67.0],97.1254815617,116.036955275,0.0
sta1,ap4,1573578833995,99.6,[-67.0],97.7254248594,116.223587093,0.0
sta1,ap4,1573578834350,99.6,[-68.0],98.3204886131,116.425236603,0.0
sta1,ap4,1573578834703,99.6,[-68.0],98.9102969678,116.641776439,0.0
sta1,ap4,1573578835075,99.6,[-68.0],99.494477388,116.873069829,0.0
sta1,ap4,1573578835469,99.6,[-68.0],100.072660893,117.118970684,0.0
sta1,ap3,1573578835842,99.5,[-68.0],100.644482289,117.379323688,0.0
sta1,ap3,1573578836198,99.5,[-77.0],101.209580402,117.653964396,0.0
sta1,ap3,1573578836547,99.5,[-77.0],101.767598304,117.942719339,0.0
sta1,ap3,1573578836896,99.5,[-76.0],102.318183539,118.245406133,0.0
sta1,ap3,1573578837245,99.5,[-76.0],102.860988345,118.561833595,0.0
sta1,ap3,1573578837598,99.5,[-76.0],103.395669874,118.891801862,0.0
sta1,ap3,1573578837948,99.5,[-76.0],103.921890412,119.23510252,0.0
sta1,ap3,1573578838306,99.5,[-76.0],104.439317586,119.591518732,0.0
sta1,ap3,1573578838655,99.5,[-75.0],104.947624576,119.960825378,0.0
sta1,ap3,1573578839043,99.5,[-75.0],105.446490327,120.342789197,0.0
sta1,ap3,1573578839398,99.5,[-75.0],105.935599744,120.737168931,0.0
sta1,ap3,1573578839792,99.5,[-75.0],106.414643894,121.143715482,0.0
sta1,ap3,1573578840143,99.5,[-75.0],106.883320203,121.562172066,0.0
sta1,ap3,1573578840494,99.5,[-74.0],107.341332645,121.992274378,0.0
sta1,ap3,1573578840844,99.5,[-74.0],107.78839193,122.433750755,0.0
sta1,ap3,1573578841196,99.5,[-74.0],108.224215686,122.886322352,0.0
sta1,ap3,1573578841546,99.5,[-74.0],108.648528636,123.349703314,0.0
sta1,ap3,1573578841900,99.5,[-74.0],109.061062775,123.823600961,0.0
sta1,ap3,1573578842253,99.5,[-73.0],109.461557539,124.307715968,0.0
sta1,ap3,1573578842603,99.5,[-73.0],109.849759966,124.801742558,0.0
sta1,ap3,1573578842956,99.5,[-73.0],110.225424859,125.305368693,0.0
sta1,ap3,1573578843312,99.5,[-73.0],110.588314941,125.818276272,0.0
sta1,ap3,1573578843667,99.5,[-72.0],110.938201001,126.340141332,0.0
sta1,ap3,1573578844055,99.5,[-72.0],111.274862045,126.870634251,0.0
sta1,ap3,1573578844421,99.5,[-72.0],111.59808543,127.409419959,0.0
sta1,ap3,1573578844774,99.5,[-71.0],111.907667001,127.956158147,0.0
sta1,ap3,1573578845129,99.5,[-71.0],112.20341122,128.510503484,0.0
sta1,ap3,1573578845481,99.5,[-71.0],112.485131289,129.072105834,0.0
sta1,ap3,1573578845831,99.5,[-71.0],112.752649267,129.640610475,0.0
sta1,ap3,1573578846183,99.5,[-70.0],113.005796184,130.215658329,0.0
sta1,ap3,1573578846539,99.5,[-70.0],113.244412147,130.796886183,0.0
sta1,ap3,1573578846892,99.5,[-70.0],113.468346441,131.383926921,0.0
sta1,ap3,1573578847242,99.5,[-69.0],113.677457625,131.976409755,0.0
sta1,ap3,1573578847593,99.5,[-69.0],113.871613619,132.573960461,0.0
sta1,ap3,1573578847946,99.5,[-69.0],114.05069179,133.176201612,0.0
sta1,ap3,1573578848336,99.5,[-69.0],114.214579028,133.782752821,0.0
sta1,ap3,1573578848688,99.5,[-68.0],114.36317182,134.393230976,0.0
sta1,ap3,1573578849047,99.5,[-68.0],114.49637631,135.007250487,0.0
sta1,ap3,1573578849396,99.5,[-68.0],114.614108363,135.624423526,0.0
sta1,ap3,1573578849748,99.5,[-67.0],114.716293618,136.244360272,0.0
sta1,ap3,1573578850132,99.5,[-67.0],114.802867533,136.866669161,0.0
sta1,ap3,1573578850487,99.5,[-67.0],114.873775425,137.490957129,0.0
sta1,ap3,1573578850837,99.5,[-67.0],114.928972507,138.116829862,0.0
sta1,ap3,1573578851188,99.5,[-66.0],114.968423915,138.743892046,0.0
sta1,ap3,1573578851542,99.5,[-66.0],114.992104732,139.371747614,0.0
sta1,ap3,1573578851915,99.5,[-66.0],115.0,140.0,0.0
sta1,ap3,1573578852264,99.5,[-66.0],114.992104732,140.628252386,0.0
sta1,ap3,1573578852653,99.5,[-65.0],114.968423915,141.256107954,0.0
sta1,ap3,1573578853002,99.5,[-65.0],114.928972507,141.883170138,0.0
sta1,ap3,1573578853356,99.5,[-65.0],114.873775425,142.509042871,0.0
sta1,ap3,1573578853714,99.5,[-65.0],114.802867533,143.133330839,0.0
sta1,ap3,1573578854066,99.5,[-65.0],114.716293618,143.755639728,0.0
sta1,ap3,1573578854430,99.5,[-65.0],114.614108363,144.375576474,0.0
sta1,ap3,1573578854782,99.5,[-65.0],114.49637631,144.992749513,0.0
sta1,ap3,1573578855132,99.5,[-65.0],114.36317182,145.606769024,0.0
sta1,ap3,1573578855481,99.5,[-65.0],114.214579028,146.217247179,0.0
sta1,ap3,1573578855834,99.5,[-65.0],114.05069179,146.823798388,0.0
sta1,ap3,1573578856184,99.5,[-65.0],113.871613619,147.426039539,0.0
sta1,ap3,1573578856558,99.5,[-65.0],113.677457625,148.023590245,0.0
sta1,ap3,1573578856961,99.5,[-65.0],113.468346441,148.616073079,0.0
sta1,ap3,1573578857312,99.5,[-65.0],113.244412147,149.203113817,0.0
sta1,ap3,1573578857663,99.5,[-65.0],113.005796184,149.784341671,0.0
sta1,ap3,1573578858029,99.5,[-65.0],112.752649267,150.359389525,0.0
sta1,ap3,1573578858385,99.5,[-66.0],112.485131289,150.927894166,0.0
sta1,ap3,1573578858736,99.5,[-66.0],112.20341122,151.489496516,0.0
sta1,ap3,1573578859084,99.5,[-66.0],111.907667001,152.043841853,0.0
sta1,ap3,1573578859435,99.5,[-66.0],111.59808543,152.590580041,0.0
sta1,ap3,1573578859785,99.5,[-67.0],111.274862045,153.129365749,0.0
sta1,ap3,1573578860136,99.5,[-67.0],110.938201001,153.659858668,0.0
sta1,ap3,1573578860487,99.5,[-67.0],110.588314941,154.181723728,0.0
sta1,ap3,1573578860837,99.5,[-67.0],110.225424859,154.694631307,0.0
